Specialty,Score Type,Total Questions,Difficulty,qwen2.5-14b-cpu,qwen3-8b-cpu,gemma3-12b-cpu,phi4-latest-cpu,phi4-14b-cpu,qwen2.5-7b-cpu,hf.co_mradermacher_MiniCPM4-8B-GGUF-latest-cpu,notus-latest-cpu,qwen2.5-1.5b-cpu,gemma2-9b-cpu,zephyr-7b-cpu,Elixpo_LlamaMedicine-latest-cpu,qwen2.5-3b-cpu,llama3.1-8b-cpu,mistral-nemo-12b-cpu,qwen2-7b-cpu,hf.co_unsloth_medgemma-4b-it-GGUF-latest-cpu,thewindmom_llama3-med42-8b-latest-cpu,llama3-8b-cpu,llava-phi3-latest-cpu,neural-chat-latest-cpu,qwen-7b-cpu,gemma3-4b-cpu,gemma2-2b-cpu,potaTOES33_healthmateai-latest-cpu,mistral-7b-instruct-cpu,dolphin-llama3-8b-cpu,minicpm-v-8b-cpu,glm4-9b-cpu,mistral-openorca-latest-cpu,llama3-chatqa-8b-cpu,llava-7b-cpu,dolphin3-8b-cpu,dolphin3-latest-cpu,qwen-4b-cpu,hf.co_mradermacher_JSL-MedMNX-7B-GGUF-latest-cpu,llama3.2-3b-cpu,gemma-7b-cpu,orca-mini-7b-cpu,dolphin-mistral-7b-cpu,qwen3-4b-cpu,qwen3-1.7b-cpu,qwen-1.8b-cpu,wizardlm2-7b-cpu,llama-pro-latest-cpu,hf.co_mradermacher_JSL-MedLlama-3-8B-v9-GGUF-latest-cpu,qwen2-1.5b-cpu,smollm2-360m-cpu,gemma3-1b-cpu,llama2-7b-cpu,phi3-3.8b-cpu,llama2-latest-cpu,stablelm-zephyr-3b-cpu,qwen2.5-0.5b-cpu,deepseek-r1-8b-cpu,qwen-0.5b-cpu,qwen3-0.6b-cpu,smollm2-1.7b-cpu,phi-latest-cpu,phi4-mini-3.8b-cpu,hf.co_mradermacher_DeepSeek-R1-Health-Risk-COT3-GGUF-latest-cpu,xwinlm-latest-cpu,deepseek-r1-7b-cpu,orca-mini-3b-cpu,qwen2-0.5b-cpu,orca-mini-latest-cpu,wizard-vicuna-uncensored-7b-cpu,medllama2-latest-cpu,mdubu_saaam_is_a_doctor-latest-cpu,gemma-2b-cpu,deepseek-r1-1.5b-cpu,llama3.2-1b-cpu,z-uo_llava-med-v1.5-mistral-7b_q8_0-latest-cpu,exaone-deep-7.8b-cpu,deepscaler-latest-cpu,tinyllama-latest-cpu,falcon-7b-cpu,smollm2-135m-cpu,hf.co_mradermacher_Qwen3_4B_healthcare_exercise_model-i1-GGUF-latest-cpu,moondream-v2-cpu,moondream-1.8b-cpu,hf.co_unsloth_DeepSeek-R1-0528-Qwen3-8B-GGUF-latest-cpu,exaone-deep-2.4b-cpu,monotykamary_medichat-llama3-latest-cpu,tinydolphin-latest-cpu,hf.co_mradermacher_medgemma-4b-pt-GGUF-latest-cpu,taozhiyuai_openbiollm-llama-3-8b_q8_0-cpu,mistral-7b-text-cpu,everythinglm-latest-cpu,meditron-latest-cpu,phi3.5-3.8b-cpu,meditron-7b-cpu,hf.co_mradermacher_JSL-Med-Phi-3.5-Mini-v3-GGUF-latest-cpu
Pathology Bacteria,Vital,12,All,56.2%,75.0%,33.3%,25.0%,25.0%,25.0%,58.3%,0.0%,91.7%,25.0%,0.0%,33.3%,100.0%,25.0%,25.0%,25.0%,25.0%,25.0%,25.0%,42.9%,25.0%,0.0%,16.7%,16.7%,0.0%,16.7%,25.0%,0.0%,16.7%,18.8%,16.7%,25.0%,16.7%,16.7%,0.0%,41.7%,33.3%,25.0%,0.0%,25.0%,25.0%,16.7%,0.0%,0.0%,33.3%,50.0%,33.3%,33.3%,0.0%,8.3%,25.0%,0.0%,25.0%,75.0%,25.0%,0.0%,0.0%,25.0%,0.0%,0.0%,8.3%,0.0%,16.7%,0.0%,25.0%,16.7%,0.0%,0.0%,8.3%,33.3%,8.3%,33.3%,0.0%,0.0%,0.0%,8.3%,8.3%,16.7%,8.3%,0.0%,0.0%,0.0%,0.0%,0.0%,8.3%,0.0%,0.0%,8.3%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Bacteria,General,20,Easy,75.0%,85.0%,95.0%,95.0%,95.0%,75.0%,90.0%,0.0%,80.0%,95.0%,0.0%,95.0%,70.0%,95.0%,95.0%,95.0%,95.0%,90.0%,95.0%,85.2%,85.0%,0.0%,90.0%,90.0%,0.0%,85.0%,85.0%,0.0%,90.0%,85.0%,85.0%,85.0%,90.0%,90.0%,0.0%,85.0%,90.0%,95.0%,0.0%,85.0%,90.0%,80.0%,0.0%,0.0%,75.0%,60.0%,80.0%,80.0%,80.0%,80.0%,80.0%,80.0%,45.0%,45.0%,85.0%,0.0%,75.0%,35.0%,0.0%,0.0%,60.0%,0.0%,50.0%,70.0%,25.0%,75.0%,0.0%,75.0%,70.0%,35.0%,40.0%,20.0%,0.0%,0.0%,0.0%,50.0%,45.0%,25.0%,30.0%,10.0%,10.0%,0.0%,0.0%,15.0%,20.0%,10.0%,0.0%,20.0%,0.0%,10.0%,0.0%,10.0%,0.0%
Pathology Bacteria,Vital,4,Easy,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,50.0%,0.0%,100.0%,75.0%,0.0%,75.0%,100.0%,75.0%,75.0%,75.0%,75.0%,75.0%,75.0%,66.7%,75.0%,0.0%,50.0%,50.0%,0.0%,50.0%,50.0%,0.0%,50.0%,37.5%,25.0%,50.0%,50.0%,50.0%,0.0%,100.0%,75.0%,75.0%,0.0%,50.0%,75.0%,50.0%,0.0%,0.0%,75.0%,75.0%,75.0%,0.0%,0.0%,0.0%,75.0%,0.0%,75.0%,100.0%,75.0%,0.0%,0.0%,50.0%,0.0%,0.0%,25.0%,0.0%,25.0%,0.0%,50.0%,0.0%,0.0%,0.0%,25.0%,100.0%,25.0%,100.0%,0.0%,0.0%,0.0%,25.0%,25.0%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Bacteria,General,8,Mid,37.5%,0.0%,12.5%,0.0%,0.0%,0.0%,62.5%,0.0%,87.5%,0.0%,0.0%,12.5%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,37.5%,12.5%,50.0%,0.0%,12.5%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Bacteria,Vital,8,Mid,37.5%,0.0%,12.5%,0.0%,0.0%,0.0%,62.5%,0.0%,87.5%,0.0%,0.0%,12.5%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,37.5%,12.5%,50.0%,0.0%,12.5%,0.0%,0.0%,0.0%,62.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Cancer,General,28,All,93.8%,97.5%,78.6%,64.3%,64.3%,75.0%,71.4%,0.0%,78.6%,64.3%,0.0%,67.9%,67.9%,67.9%,60.7%,53.6%,60.7%,53.6%,60.7%,64.6%,50.0%,0.0%,53.6%,50.0%,0.0%,57.1%,50.0%,0.0%,60.7%,66.7%,71.4%,67.9%,60.7%,60.7%,0.0%,67.9%,57.1%,53.6%,0.0%,60.7%,64.3%,50.0%,0.0%,0.0%,60.7%,50.0%,71.4%,60.7%,53.6%,53.6%,57.1%,53.6%,28.6%,53.6%,64.3%,0.0%,57.1%,42.9%,0.0%,0.0%,39.3%,0.0%,39.3%,42.9%,53.6%,50.0%,0.0%,42.9%,42.9%,28.6%,39.3%,21.4%,0.0%,0.0%,0.0%,32.1%,39.3%,14.3%,10.7%,10.7%,10.7%,0.0%,0.0%,32.1%,21.4%,32.1%,0.0%,10.7%,0.0%,7.1%,0.0%,3.6%,0.0%
Pathology Cancer,Vital,13,All,94.4%,100.0%,69.2%,30.8%,30.8%,53.8%,53.8%,0.0%,92.3%,38.5%,0.0%,30.8%,100.0%,30.8%,30.8%,15.4%,30.8%,30.8%,23.1%,38.9%,15.4%,0.0%,7.7%,15.4%,0.0%,15.4%,15.4%,0.0%,23.1%,16.7%,38.5%,38.5%,23.1%,23.1%,0.0%,53.8%,30.8%,23.1%,0.0%,23.1%,38.5%,15.4%,0.0%,0.0%,46.2%,61.5%,53.8%,23.1%,0.0%,0.0%,30.8%,0.0%,38.5%,84.6%,30.8%,0.0%,15.4%,46.2%,0.0%,0.0%,30.8%,0.0%,15.4%,23.1%,76.9%,23.1%,0.0%,0.0%,0.0%,46.2%,23.1%,38.5%,0.0%,0.0%,0.0%,0.0%,15.4%,0.0%,0.0%,7.7%,7.7%,0.0%,0.0%,7.7%,23.1%,23.1%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Cancer,General,20,Easy,95.0%,97.5%,85.0%,90.0%,90.0%,95.0%,80.0%,0.0%,70.0%,85.0%,0.0%,95.0%,55.0%,95.0%,85.0%,75.0%,85.0%,75.0%,85.0%,75.0%,70.0%,0.0%,75.0%,65.0%,0.0%,80.0%,65.0%,0.0%,85.0%,80.0%,75.0%,80.0%,80.0%,85.0%,0.0%,80.0%,80.0%,75.0%,0.0%,75.0%,90.0%,70.0%,0.0%,0.0%,75.0%,55.0%,85.0%,75.0%,75.0%,75.0%,80.0%,75.0%,40.0%,35.0%,90.0%,0.0%,80.0%,45.0%,0.0%,0.0%,55.0%,0.0%,55.0%,45.0%,50.0%,60.0%,0.0%,60.0%,60.0%,35.0%,55.0%,30.0%,0.0%,0.0%,0.0%,45.0%,50.0%,20.0%,15.0%,15.0%,15.0%,0.0%,0.0%,45.0%,25.0%,40.0%,0.0%,15.0%,0.0%,10.0%,0.0%,5.0%,0.0%
Pathology Cancer,Vital,5,Easy,100.0%,100.0%,80.0%,80.0%,80.0%,100.0%,60.0%,0.0%,80.0%,80.0%,0.0%,80.0%,100.0%,80.0%,80.0%,40.0%,80.0%,80.0%,60.0%,60.0%,40.0%,0.0%,20.0%,20.0%,0.0%,40.0%,20.0%,0.0%,60.0%,30.0%,0.0%,40.0%,40.0%,60.0%,0.0%,80.0%,80.0%,60.0%,0.0%,20.0%,100.0%,40.0%,0.0%,0.0%,80.0%,100.0%,80.0%,20.0%,0.0%,0.0%,80.0%,0.0%,100.0%,60.0%,80.0%,0.0%,40.0%,60.0%,0.0%,0.0%,80.0%,0.0%,40.0%,0.0%,100.0%,20.0%,0.0%,0.0%,0.0%,100.0%,60.0%,100.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,20.0%,20.0%,0.0%,0.0%,20.0%,40.0%,40.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Cancer,General,8,Mid,87.5%,0.0%,62.5%,0.0%,0.0%,25.0%,50.0%,0.0%,100.0%,12.5%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,62.5%,37.5%,12.5%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,37.5%,37.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,62.5%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Cancer,Vital,8,Mid,87.5%,0.0%,62.5%,0.0%,0.0%,25.0%,50.0%,0.0%,100.0%,12.5%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,62.5%,37.5%,12.5%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,37.5%,37.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,62.5%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Chemical/Clinical Biochemistry,General,28,All,81.2%,90.0%,71.4%,67.9%,67.9%,64.3%,64.3%,0.0%,67.9%,64.3%,0.0%,60.7%,57.1%,67.9%,64.3%,67.9%,64.3%,64.3%,60.7%,50.0%,67.9%,0.0%,53.6%,57.1%,0.0%,67.9%,64.3%,0.0%,64.3%,60.7%,67.9%,64.3%,60.7%,64.3%,0.0%,67.9%,60.7%,60.7%,0.0%,57.1%,60.7%,60.7%,0.0%,0.0%,50.0%,46.4%,46.4%,60.7%,50.0%,50.0%,60.7%,50.0%,35.7%,32.1%,42.9%,0.0%,53.6%,32.1%,0.0%,0.0%,46.4%,0.0%,46.4%,57.1%,42.9%,57.1%,0.0%,46.4%,39.3%,28.6%,42.9%,25.0%,0.0%,0.0%,0.0%,32.1%,28.6%,14.3%,14.3%,28.6%,28.6%,0.0%,0.0%,17.9%,10.7%,7.1%,0.0%,14.3%,0.0%,3.6%,0.0%,7.1%,0.0%
Pathology Chemical/Clinical Biochemistry,Vital,13,All,72.2%,90.0%,53.8%,38.5%,38.5%,46.2%,46.2%,0.0%,84.6%,38.5%,0.0%,38.5%,76.9%,46.2%,38.5%,46.2%,30.8%,46.2%,38.5%,38.5%,38.5%,0.0%,15.4%,15.4%,0.0%,38.5%,30.8%,0.0%,30.8%,30.8%,38.5%,30.8%,23.1%,30.8%,0.0%,53.8%,46.2%,30.8%,0.0%,23.1%,30.8%,38.5%,0.0%,0.0%,23.1%,46.2%,7.7%,38.5%,0.0%,0.0%,38.5%,0.0%,23.1%,53.8%,30.8%,0.0%,30.8%,38.5%,0.0%,0.0%,30.8%,0.0%,30.8%,30.8%,76.9%,23.1%,0.0%,0.0%,0.0%,38.5%,38.5%,38.5%,0.0%,0.0%,0.0%,15.4%,7.7%,7.7%,0.0%,46.2%,46.2%,0.0%,0.0%,7.7%,15.4%,0.0%,0.0%,15.4%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Chemical/Clinical Biochemistry,General,20,Easy,90.0%,90.0%,90.0%,95.0%,95.0%,85.0%,85.0%,0.0%,65.0%,90.0%,0.0%,85.0%,55.0%,90.0%,90.0%,90.0%,90.0%,85.0%,85.0%,65.0%,95.0%,0.0%,75.0%,75.0%,0.0%,95.0%,85.0%,0.0%,90.0%,85.0%,85.0%,90.0%,80.0%,90.0%,0.0%,85.0%,80.0%,85.0%,0.0%,80.0%,85.0%,85.0%,0.0%,0.0%,70.0%,60.0%,65.0%,65.0%,70.0%,70.0%,85.0%,70.0%,50.0%,30.0%,60.0%,0.0%,75.0%,40.0%,0.0%,0.0%,65.0%,0.0%,65.0%,60.0%,30.0%,65.0%,0.0%,65.0%,55.0%,40.0%,60.0%,35.0%,0.0%,0.0%,0.0%,45.0%,35.0%,15.0%,20.0%,25.0%,25.0%,0.0%,0.0%,25.0%,5.0%,10.0%,0.0%,15.0%,0.0%,5.0%,0.0%,10.0%,0.0%
Pathology Chemical/Clinical Biochemistry,Vital,5,Easy,100.0%,90.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,80.0%,100.0%,100.0%,80.0%,100.0%,0.0%,40.0%,20.0%,0.0%,100.0%,60.0%,0.0%,80.0%,80.0%,60.0%,80.0%,40.0%,80.0%,0.0%,100.0%,100.0%,80.0%,0.0%,60.0%,80.0%,100.0%,0.0%,0.0%,60.0%,100.0%,20.0%,20.0%,0.0%,0.0%,100.0%,0.0%,60.0%,80.0%,80.0%,0.0%,80.0%,80.0%,0.0%,0.0%,80.0%,0.0%,80.0%,0.0%,80.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,0.0%,60.0%,60.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Chemical/Clinical Biochemistry,General,8,Mid,37.5%,0.0%,25.0%,0.0%,0.0%,12.5%,12.5%,0.0%,75.0%,0.0%,0.0%,0.0%,62.5%,12.5%,0.0%,12.5%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,75.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,37.5%,37.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Chemical/Clinical Biochemistry,Vital,8,Mid,37.5%,0.0%,25.0%,0.0%,0.0%,12.5%,12.5%,0.0%,75.0%,0.0%,0.0%,0.0%,62.5%,12.5%,0.0%,12.5%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,75.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,37.5%,37.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,General,28,All,89.6%,92.5%,85.7%,67.9%,75.0%,75.0%,71.4%,0.0%,82.1%,67.9%,0.0%,60.7%,67.9%,64.3%,60.7%,57.1%,64.3%,60.7%,64.3%,75.0%,57.1%,0.0%,60.7%,67.9%,0.0%,60.7%,64.3%,0.0%,64.3%,57.1%,82.1%,57.1%,64.3%,60.7%,0.0%,53.6%,64.3%,60.7%,0.0%,57.1%,64.3%,57.1%,0.0%,0.0%,57.1%,46.4%,64.3%,67.9%,57.1%,57.1%,50.0%,57.1%,32.1%,42.9%,46.4%,0.0%,53.6%,53.6%,0.0%,0.0%,46.4%,0.0%,35.7%,50.0%,35.7%,42.9%,0.0%,46.4%,50.0%,17.9%,17.9%,17.9%,0.0%,0.0%,0.0%,21.4%,21.4%,32.1%,32.1%,3.6%,3.6%,0.0%,0.0%,25.0%,17.9%,17.9%,0.0%,7.1%,0.0%,3.6%,0.0%,10.7%,0.0%
Pathology Hematology,Vital,12,All,81.2%,87.5%,66.7%,25.0%,41.7%,50.0%,50.0%,0.0%,75.0%,25.0%,0.0%,16.7%,75.0%,25.0%,8.3%,8.3%,16.7%,33.3%,25.0%,75.0%,16.7%,0.0%,16.7%,25.0%,0.0%,8.3%,16.7%,0.0%,16.7%,8.3%,58.3%,25.0%,16.7%,8.3%,0.0%,33.3%,16.7%,25.0%,0.0%,33.3%,33.3%,25.0%,0.0%,0.0%,41.7%,33.3%,33.3%,33.3%,0.0%,0.0%,16.7%,0.0%,8.3%,75.0%,25.0%,0.0%,0.0%,41.7%,0.0%,0.0%,16.7%,0.0%,8.3%,0.0%,50.0%,0.0%,0.0%,0.0%,16.7%,25.0%,0.0%,41.7%,0.0%,0.0%,0.0%,8.3%,0.0%,16.7%,0.0%,8.3%,8.3%,0.0%,0.0%,8.3%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,General,20,Easy,95.0%,92.5%,90.0%,95.0%,100.0%,95.0%,80.0%,0.0%,75.0%,95.0%,0.0%,85.0%,60.0%,85.0%,85.0%,80.0%,90.0%,80.0%,90.0%,75.0%,75.0%,0.0%,75.0%,90.0%,0.0%,85.0%,85.0%,0.0%,85.0%,80.0%,90.0%,65.0%,85.0%,80.0%,0.0%,65.0%,85.0%,80.0%,0.0%,65.0%,90.0%,80.0%,0.0%,0.0%,65.0%,60.0%,80.0%,75.0%,80.0%,80.0%,70.0%,80.0%,45.0%,30.0%,65.0%,0.0%,75.0%,70.0%,0.0%,0.0%,65.0%,0.0%,50.0%,70.0%,35.0%,60.0%,0.0%,65.0%,70.0%,25.0%,25.0%,20.0%,0.0%,0.0%,0.0%,30.0%,30.0%,35.0%,45.0%,5.0%,5.0%,0.0%,0.0%,35.0%,10.0%,25.0%,0.0%,10.0%,0.0%,5.0%,0.0%,15.0%,0.0%
Pathology Hematology,Vital,4,Easy,100.0%,87.5%,50.0%,75.0%,100.0%,100.0%,50.0%,0.0%,25.0%,75.0%,0.0%,50.0%,50.0%,50.0%,25.0%,25.0%,50.0%,75.0%,75.0%,75.0%,25.0%,0.0%,0.0%,50.0%,0.0%,25.0%,25.0%,0.0%,25.0%,25.0%,50.0%,0.0%,25.0%,0.0%,0.0%,50.0%,25.0%,50.0%,0.0%,25.0%,100.0%,75.0%,0.0%,0.0%,50.0%,75.0%,50.0%,0.0%,0.0%,0.0%,50.0%,0.0%,25.0%,75.0%,75.0%,0.0%,0.0%,100.0%,0.0%,0.0%,50.0%,0.0%,25.0%,0.0%,75.0%,0.0%,0.0%,0.0%,50.0%,75.0%,0.0%,100.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,General,8,Mid,62.5%,0.0%,75.0%,0.0%,12.5%,25.0%,50.0%,0.0%,100.0%,0.0%,0.0%,0.0%,87.5%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,75.0%,12.5%,0.0%,25.0%,12.5%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,62.5%,37.5%,12.5%,12.5%,0.0%,25.0%,12.5%,12.5%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,Vital,8,Mid,62.5%,0.0%,75.0%,0.0%,12.5%,25.0%,50.0%,0.0%,100.0%,0.0%,0.0%,0.0%,87.5%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,75.0%,12.5%,0.0%,25.0%,12.5%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,62.5%,37.5%,12.5%,12.5%,0.0%,25.0%,12.5%,12.5%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,General,28,All,79.2%,97.5%,82.1%,71.4%,71.4%,71.4%,71.4%,0.0%,85.7%,71.4%,0.0%,71.4%,78.6%,67.9%,71.4%,71.4%,71.4%,71.4%,64.3%,78.6%,71.4%,0.0%,60.7%,67.9%,0.0%,64.3%,60.7%,0.0%,64.3%,68.8%,71.4%,67.9%,67.9%,67.9%,0.0%,75.0%,67.9%,64.3%,0.0%,57.1%,67.9%,67.9%,0.0%,0.0%,64.3%,64.3%,64.3%,67.9%,53.6%,53.6%,67.9%,53.6%,67.9%,60.7%,60.7%,0.0%,64.3%,50.0%,0.0%,0.0%,50.0%,0.0%,60.7%,46.4%,35.7%,35.7%,0.0%,46.4%,46.4%,32.1%,35.7%,21.4%,0.0%,0.0%,0.0%,28.6%,35.7%,21.4%,25.0%,3.6%,3.6%,0.0%,0.0%,28.6%,14.3%,10.7%,0.0%,14.3%,0.0%,10.7%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,Vital,13,All,55.6%,90.0%,61.5%,38.5%,38.5%,38.5%,38.5%,0.0%,76.9%,38.5%,0.0%,38.5%,76.9%,30.8%,38.5%,38.5%,38.5%,38.5%,23.1%,61.5%,38.5%,0.0%,15.4%,30.8%,0.0%,23.1%,15.4%,0.0%,23.1%,16.7%,38.5%,30.8%,30.8%,30.8%,0.0%,53.8%,38.5%,23.1%,0.0%,15.4%,30.8%,30.8%,0.0%,0.0%,38.5%,38.5%,30.8%,38.5%,0.0%,0.0%,38.5%,0.0%,46.2%,76.9%,23.1%,0.0%,23.1%,38.5%,0.0%,0.0%,23.1%,0.0%,23.1%,0.0%,53.8%,7.7%,0.0%,0.0%,30.8%,38.5%,7.7%,38.5%,0.0%,0.0%,0.0%,7.7%,15.4%,23.1%,7.7%,7.7%,7.7%,0.0%,0.0%,15.4%,7.7%,7.7%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%
