Specialty,Score Type,Total Questions,Difficulty,phi4-latest-cpu,qwen2.5-14b-cpu,qwen2.5-7b-cpu,qwen3-8b-cpu,llama3.1-8b-cpu,hf.co_unsloth_medgemma-4b-it-GGUF-latest-cpu,Elixpo_LlamaMedicine-latest-cpu,gemma3-12b-cpu,dolphin3-latest-cpu,qwen3-4b-cpu,phi4-14b-cpu,qwen3-1.7b-cpu,notus-latest-cpu,gemma2-9b-cpu,zephyr-7b-cpu,qwen2.5-1.5b-cpu,mistral-nemo-12b-cpu,llama-pro-latest-cpu,qwen2-7b-cpu,thewindmom_llama3-med42-8b-latest-cpu,llama3-8b-cpu,llava-phi3-latest-cpu,neural-chat-latest-cpu,qwen-7b-cpu,qwen2.5-3b-cpu,gemma3-4b-cpu,gemma2-2b-cpu,potaTOES33_healthmateai-latest-cpu,mistral-7b-instruct-cpu,dolphin-llama3-8b-cpu,minicpm-v-8b-cpu,glm4-9b-cpu,mistral-openorca-latest-cpu,llama3-chatqa-8b-cpu,llava-7b-cpu,dolphin3-8b-cpu,qwen-4b-cpu,llama3.2-3b-cpu,gemma-7b-cpu,orca-mini-7b-cpu,dolphin-mistral-7b-cpu,deepseek-r1-8b-cpu,qwen-1.8b-cpu,wizardlm2-7b-cpu,qwen2-1.5b-cpu,smollm2-360m-cpu,gemma3-1b-cpu,orca-mini-3b-cpu,llama2-7b-cpu,phi3-3.8b-cpu,llama2-latest-cpu,stablelm-zephyr-3b-cpu,qwen-0.5b-cpu,qwen3-0.6b-cpu,smollm2-1.7b-cpu,phi-latest-cpu,phi4-mini-3.8b-cpu,qwen2.5-0.5b-cpu,xwinlm-latest-cpu,deepseek-r1-7b-cpu,qwen2-0.5b-cpu,orca-mini-latest-cpu,wizard-vicuna-uncensored-7b-cpu,medllama2-latest-cpu,mdubu_saaam_is_a_doctor-latest-cpu,gemma-2b-cpu,deepseek-r1-1.5b-cpu,llama3.2-1b-cpu,z-uo_llava-med-v1.5-mistral-7b_q8_0-latest-cpu,exaone-deep-7.8b-cpu,deepscaler-latest-cpu,tinyllama-latest-cpu,moondream-v2-cpu,moondream-1.8b-cpu,falcon-7b-cpu,smollm2-135m-cpu,hf.co_unsloth_DeepSeek-R1-0528-Qwen3-8B-GGUF-latest-cpu,exaone-deep-2.4b-cpu,monotykamary_medichat-llama3-latest-cpu,tinydolphin-latest-cpu,taozhiyuai_openbiollm-llama-3-8b_q8_0-cpu,mistral-7b-text-cpu,everythinglm-latest-cpu,meditron-latest-cpu,phi3.5-3.8b-cpu,meditron-7b-cpu
Pathology Hematology,Vital,12,All,75.0%,100.0%,100.0%,87.5%,50.0%,50.0%,50.0%,66.7%,0.0%,100.0%,41.7%,75.0%,0.0%,25.0%,0.0%,25.0%,8.3%,50.0%,8.3%,33.3%,25.0%,75.0%,16.7%,0.0%,50.0%,16.7%,25.0%,0.0%,8.3%,16.7%,0.0%,16.7%,8.3%,58.3%,25.0%,16.7%,0.0%,16.7%,25.0%,0.0%,33.3%,75.0%,0.0%,0.0%,33.3%,33.3%,0.0%,0.0%,0.0%,16.7%,0.0%,8.3%,0.0%,0.0%,41.7%,0.0%,0.0%,75.0%,0.0%,8.3%,50.0%,0.0%,0.0%,0.0%,16.7%,25.0%,0.0%,41.7%,0.0%,0.0%,0.0%,8.3%,25.0%,25.0%,0.0%,16.7%,0.0%,0.0%,8.3%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,General,20,Easy,95.0%,95.0%,95.0%,92.5%,85.0%,90.0%,85.0%,90.0%,80.0%,90.0%,100.0%,80.0%,0.0%,95.0%,0.0%,75.0%,85.0%,65.0%,80.0%,80.0%,90.0%,75.0%,75.0%,0.0%,60.0%,75.0%,90.0%,0.0%,85.0%,85.0%,0.0%,85.0%,80.0%,90.0%,65.0%,85.0%,0.0%,85.0%,80.0%,0.0%,65.0%,65.0%,0.0%,0.0%,80.0%,75.0%,80.0%,70.0%,80.0%,70.0%,80.0%,45.0%,0.0%,75.0%,70.0%,0.0%,0.0%,30.0%,0.0%,50.0%,35.0%,60.0%,0.0%,65.0%,70.0%,25.0%,25.0%,20.0%,0.0%,0.0%,0.0%,30.0%,5.0%,5.0%,30.0%,35.0%,0.0%,0.0%,35.0%,10.0%,0.0%,10.0%,0.0%,0.0%,0.0%,15.0%
Pathology Hematology,Vital,4,Easy,75.0%,100.0%,100.0%,87.5%,50.0%,50.0%,50.0%,50.0%,0.0%,100.0%,100.0%,75.0%,0.0%,75.0%,0.0%,25.0%,25.0%,50.0%,25.0%,75.0%,75.0%,75.0%,25.0%,0.0%,50.0%,0.0%,50.0%,0.0%,25.0%,25.0%,0.0%,25.0%,25.0%,50.0%,0.0%,25.0%,0.0%,25.0%,50.0%,0.0%,25.0%,75.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,25.0%,0.0%,0.0%,100.0%,0.0%,0.0%,75.0%,0.0%,25.0%,75.0%,0.0%,0.0%,0.0%,50.0%,75.0%,0.0%,100.0%,0.0%,0.0%,0.0%,25.0%,25.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,75.0%,12.5%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,62.5%,37.5%,12.5%,0.0%,12.5%,12.5%,0.0%,37.5%,0.0%,0.0%,0.0%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Hematology,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,75.0%,12.5%,0.0%,0.0%,25.0%,12.5%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,62.5%,37.5%,12.5%,0.0%,12.5%,12.5%,0.0%,37.5%,0.0%,0.0%,0.0%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,General,28,All,100.0%,95.0%,95.0%,97.5%,95.0%,100.0%,100.0%,82.1%,95.0%,95.0%,71.4%,95.0%,0.0%,71.4%,0.0%,95.0%,71.4%,90.0%,71.4%,71.4%,64.3%,78.6%,71.4%,0.0%,85.0%,60.7%,67.9%,0.0%,64.3%,60.7%,0.0%,64.3%,68.8%,71.4%,67.9%,67.9%,0.0%,67.9%,64.3%,0.0%,57.1%,85.0%,0.0%,0.0%,64.3%,67.9%,53.6%,65.0%,53.6%,67.9%,53.6%,67.9%,0.0%,64.3%,50.0%,0.0%,0.0%,60.0%,0.0%,60.7%,35.7%,35.7%,0.0%,46.4%,46.4%,32.1%,35.7%,21.4%,0.0%,0.0%,0.0%,28.6%,5.0%,5.0%,35.7%,21.4%,0.0%,0.0%,28.6%,14.3%,0.0%,14.3%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,Vital,13,All,100.0%,100.0%,80.0%,90.0%,80.0%,100.0%,100.0%,61.5%,80.0%,80.0%,38.5%,80.0%,0.0%,38.5%,0.0%,100.0%,38.5%,100.0%,38.5%,38.5%,23.1%,61.5%,38.5%,0.0%,100.0%,15.4%,30.8%,0.0%,23.1%,15.4%,0.0%,23.1%,16.7%,38.5%,30.8%,30.8%,0.0%,38.5%,23.1%,0.0%,15.4%,60.0%,0.0%,0.0%,30.8%,38.5%,0.0%,0.0%,0.0%,38.5%,0.0%,46.2%,0.0%,23.1%,38.5%,0.0%,0.0%,100.0%,0.0%,23.1%,53.8%,7.7%,0.0%,0.0%,30.8%,38.5%,7.7%,38.5%,0.0%,0.0%,0.0%,7.7%,20.0%,20.0%,15.4%,23.1%,0.0%,0.0%,15.4%,7.7%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,General,20,Easy,100.0%,95.0%,95.0%,97.5%,95.0%,100.0%,100.0%,100.0%,95.0%,95.0%,100.0%,95.0%,0.0%,100.0%,0.0%,95.0%,100.0%,90.0%,100.0%,100.0%,90.0%,95.0%,95.0%,0.0%,85.0%,85.0%,90.0%,0.0%,90.0%,85.0%,0.0%,90.0%,82.5%,85.0%,85.0%,90.0%,0.0%,95.0%,90.0%,0.0%,75.0%,85.0%,0.0%,0.0%,80.0%,70.0%,75.0%,65.0%,75.0%,95.0%,75.0%,90.0%,0.0%,90.0%,55.0%,0.0%,0.0%,60.0%,0.0%,85.0%,35.0%,45.0%,0.0%,65.0%,65.0%,45.0%,50.0%,30.0%,0.0%,0.0%,0.0%,35.0%,5.0%,5.0%,40.0%,20.0%,0.0%,0.0%,40.0%,15.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,Vital,5,Easy,100.0%,100.0%,80.0%,90.0%,80.0%,100.0%,100.0%,100.0%,80.0%,80.0%,100.0%,80.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,60.0%,100.0%,80.0%,0.0%,100.0%,40.0%,60.0%,0.0%,60.0%,40.0%,0.0%,60.0%,30.0%,40.0%,40.0%,60.0%,0.0%,100.0%,60.0%,0.0%,20.0%,60.0%,0.0%,0.0%,40.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,60.0%,40.0%,0.0%,0.0%,100.0%,0.0%,60.0%,80.0%,0.0%,0.0%,0.0%,80.0%,100.0%,20.0%,100.0%,0.0%,0.0%,0.0%,0.0%,20.0%,20.0%,0.0%,20.0%,0.0%,0.0%,40.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Immunology/Cancer,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,25.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,62.5%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,25.0%,25.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,General,28,All,100.0%,72.5%,90.0%,90.0%,90.0%,95.0%,95.0%,71.4%,90.0%,85.0%,71.4%,65.0%,0.0%,71.4%,0.0%,55.0%,67.9%,45.0%,64.3%,64.3%,67.9%,57.1%,46.4%,0.0%,50.0%,67.9%,71.4%,0.0%,60.7%,67.9%,0.0%,67.9%,64.9%,64.3%,60.7%,64.3%,0.0%,57.1%,53.6%,0.0%,64.3%,65.0%,0.0%,0.0%,46.4%,64.3%,60.7%,70.0%,60.7%,50.0%,60.7%,17.9%,0.0%,60.7%,25.0%,0.0%,0.0%,40.0%,0.0%,42.9%,35.7%,60.7%,0.0%,42.9%,50.0%,10.7%,14.3%,25.0%,0.0%,0.0%,0.0%,39.3%,25.0%,25.0%,25.0%,28.6%,0.0%,0.0%,21.4%,17.9%,0.0%,10.7%,0.0%,0.0%,0.0%,7.1%
Pathology Microbiology,Vital,11,All,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,45.5%,33.3%,100.0%,27.3%,33.3%,0.0%,27.3%,0.0%,100.0%,27.3%,33.3%,27.3%,27.3%,27.3%,45.5%,27.3%,0.0%,66.7%,27.3%,27.3%,0.0%,18.2%,27.3%,0.0%,18.2%,16.7%,18.2%,27.3%,9.1%,0.0%,27.3%,9.1%,0.0%,45.5%,66.7%,0.0%,0.0%,18.2%,27.3%,0.0%,0.0%,0.0%,27.3%,0.0%,27.3%,0.0%,18.2%,36.4%,0.0%,0.0%,100.0%,0.0%,18.2%,72.7%,27.3%,0.0%,0.0%,18.2%,27.3%,9.1%,36.4%,0.0%,0.0%,0.0%,9.1%,33.3%,33.3%,9.1%,18.2%,0.0%,0.0%,9.1%,9.1%,0.0%,9.1%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,General,20,Easy,100.0%,72.5%,90.0%,90.0%,90.0%,95.0%,95.0%,85.0%,90.0%,85.0%,100.0%,65.0%,0.0%,100.0%,0.0%,55.0%,95.0%,45.0%,90.0%,90.0%,95.0%,65.0%,65.0%,0.0%,50.0%,95.0%,100.0%,0.0%,85.0%,90.0%,0.0%,95.0%,82.8%,85.0%,85.0%,90.0%,0.0%,80.0%,75.0%,0.0%,75.0%,65.0%,0.0%,0.0%,60.0%,75.0%,85.0%,70.0%,85.0%,70.0%,85.0%,25.0%,0.0%,85.0%,30.0%,0.0%,0.0%,40.0%,0.0%,60.0%,25.0%,70.0%,0.0%,60.0%,70.0%,15.0%,20.0%,25.0%,0.0%,0.0%,0.0%,55.0%,25.0%,25.0%,30.0%,40.0%,0.0%,0.0%,30.0%,20.0%,0.0%,10.0%,0.0%,0.0%,0.0%,10.0%
Pathology Microbiology,Vital,3,Easy,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,33.3%,100.0%,100.0%,33.3%,0.0%,100.0%,0.0%,100.0%,100.0%,33.3%,100.0%,100.0%,100.0%,66.7%,100.0%,0.0%,66.7%,100.0%,100.0%,0.0%,66.7%,66.7%,0.0%,66.7%,50.0%,33.3%,100.0%,33.3%,0.0%,100.0%,33.3%,0.0%,66.7%,66.7%,0.0%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,66.7%,100.0%,0.0%,0.0%,100.0%,0.0%,66.7%,100.0%,0.0%,0.0%,0.0%,66.7%,100.0%,33.3%,66.7%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,0.0%,66.7%,0.0%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Pathology Microbiology,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,General,28,All,100.0%,95.0%,95.0%,95.0%,100.0%,95.0%,100.0%,85.7%,65.0%,95.0%,71.4%,100.0%,0.0%,67.9%,0.0%,90.0%,71.4%,80.0%,64.3%,71.4%,71.4%,70.8%,67.9%,0.0%,75.0%,67.9%,64.3%,0.0%,67.9%,71.4%,0.0%,64.3%,75.0%,64.3%,71.4%,64.3%,0.0%,71.4%,64.3%,0.0%,67.9%,85.0%,0.0%,0.0%,64.3%,64.3%,60.7%,60.0%,60.7%,60.7%,60.7%,42.9%,0.0%,64.3%,25.0%,0.0%,0.0%,60.0%,0.0%,50.0%,28.6%,50.0%,0.0%,57.1%,46.4%,10.7%,39.3%,25.0%,0.0%,0.0%,0.0%,25.0%,15.0%,15.0%,25.0%,28.6%,0.0%,0.0%,39.3%,14.3%,0.0%,10.7%,0.0%,0.0%,0.0%,3.6%
Pathology Virology,Vital,11,All,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,100.0%,63.6%,33.3%,100.0%,27.3%,100.0%,0.0%,18.2%,0.0%,66.7%,27.3%,66.7%,18.2%,27.3%,27.3%,28.6%,18.2%,0.0%,100.0%,18.2%,18.2%,0.0%,18.2%,36.4%,0.0%,18.2%,14.3%,9.1%,27.3%,9.1%,0.0%,27.3%,18.2%,0.0%,27.3%,66.7%,0.0%,0.0%,18.2%,9.1%,0.0%,0.0%,0.0%,27.3%,0.0%,18.2%,0.0%,9.1%,36.4%,0.0%,0.0%,66.7%,0.0%,18.2%,36.4%,0.0%,0.0%,0.0%,0.0%,18.2%,9.1%,36.4%,0.0%,0.0%,0.0%,18.2%,33.3%,33.3%,9.1%,18.2%,0.0%,0.0%,27.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,General,20,Easy,100.0%,95.0%,95.0%,95.0%,100.0%,95.0%,100.0%,100.0%,65.0%,95.0%,100.0%,100.0%,0.0%,95.0%,0.0%,90.0%,100.0%,80.0%,90.0%,100.0%,100.0%,80.0%,95.0%,0.0%,75.0%,95.0%,90.0%,0.0%,95.0%,90.0%,0.0%,90.0%,90.0%,90.0%,90.0%,90.0%,0.0%,100.0%,90.0%,0.0%,85.0%,85.0%,0.0%,0.0%,85.0%,85.0%,85.0%,60.0%,85.0%,85.0%,85.0%,60.0%,0.0%,85.0%,20.0%,0.0%,0.0%,60.0%,0.0%,70.0%,30.0%,70.0%,0.0%,80.0%,65.0%,15.0%,55.0%,25.0%,0.0%,0.0%,0.0%,35.0%,15.0%,15.0%,30.0%,35.0%,0.0%,0.0%,55.0%,20.0%,0.0%,15.0%,0.0%,0.0%,0.0%,5.0%
Pathology Virology,Vital,3,Easy,100.0%,100.0%,100.0%,100.0%,100.0%,66.7%,100.0%,100.0%,33.3%,100.0%,100.0%,100.0%,0.0%,66.7%,0.0%,66.7%,100.0%,66.7%,66.7%,100.0%,100.0%,33.3%,66.7%,0.0%,100.0%,66.7%,66.7%,0.0%,66.7%,66.7%,0.0%,66.7%,33.3%,33.3%,33.3%,33.3%,0.0%,100.0%,66.7%,0.0%,33.3%,66.7%,0.0%,0.0%,33.3%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,66.7%,0.0%,0.0%,33.3%,0.0%,0.0%,66.7%,0.0%,66.7%,66.7%,0.0%,0.0%,0.0%,0.0%,66.7%,33.3%,66.7%,0.0%,0.0%,0.0%,66.7%,33.3%,33.3%,0.0%,33.3%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pathology Virology,Vital,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pediatrics,General,28,All,100.0%,90.0%,95.0%,95.0%,90.0%,90.0%,95.0%,71.4%,80.0%,90.0%,71.4%,80.0%,0.0%,71.4%,0.0%,85.0%,71.4%,65.0%,64.3%,71.4%,64.3%,71.4%,57.1%,0.0%,55.0%,64.3%,57.1%,0.0%,60.7%,57.1%,0.0%,67.9%,60.7%,57.1%,50.0%,53.6%,0.0%,57.1%,60.7%,0.0%,64.3%,70.0%,0.0%,0.0%,46.4%,67.9%,53.6%,50.0%,53.6%,64.3%,53.6%,39.3%,0.0%,53.6%,39.3%,0.0%,46.4%,25.0%,0.0%,57.1%,50.0%,50.0%,0.0%,46.4%,46.4%,17.9%,42.9%,25.0%,0.0%,0.0%,0.0%,42.9%,5.0%,5.0%,35.7%,21.4%,0.0%,0.0%,10.7%,10.7%,0.0%,10.7%,0.0%,0.0%,0.0%,3.6%
Pediatrics,Vital,13,All,100.0%,100.0%,100.0%,80.0%,60.0%,60.0%,80.0%,46.2%,20.0%,100.0%,38.5%,80.0%,0.0%,38.5%,0.0%,80.0%,38.5%,40.0%,23.1%,38.5%,23.1%,61.5%,23.1%,0.0%,80.0%,23.1%,15.4%,0.0%,15.4%,7.7%,0.0%,30.8%,15.4%,15.4%,0.0%,0.0%,0.0%,38.5%,15.4%,0.0%,30.8%,40.0%,0.0%,0.0%,23.1%,30.8%,0.0%,0.0%,0.0%,30.8%,0.0%,15.4%,0.0%,15.4%,46.2%,0.0%,15.4%,80.0%,0.0%,15.4%,76.9%,23.1%,0.0%,7.7%,0.0%,38.5%,7.7%,46.2%,0.0%,0.0%,0.0%,7.7%,20.0%,20.0%,7.7%,7.7%,0.0%,0.0%,0.0%,7.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pediatrics,General,20,Easy,100.0%,90.0%,95.0%,95.0%,90.0%,90.0%,95.0%,90.0%,80.0%,90.0%,100.0%,80.0%,0.0%,100.0%,0.0%,85.0%,100.0%,65.0%,90.0%,100.0%,90.0%,80.0%,80.0%,0.0%,55.0%,90.0%,80.0%,0.0%,85.0%,80.0%,0.0%,95.0%,85.0%,75.0%,70.0%,75.0%,0.0%,70.0%,85.0%,0.0%,80.0%,70.0%,0.0%,0.0%,60.0%,85.0%,75.0%,50.0%,75.0%,90.0%,75.0%,55.0%,0.0%,75.0%,40.0%,0.0%,65.0%,25.0%,0.0%,80.0%,45.0%,55.0%,0.0%,65.0%,65.0%,25.0%,60.0%,25.0%,0.0%,0.0%,0.0%,60.0%,5.0%,5.0%,50.0%,25.0%,0.0%,0.0%,15.0%,15.0%,0.0%,15.0%,0.0%,0.0%,0.0%,5.0%
Pediatrics,Vital,5,Easy,100.0%,100.0%,100.0%,80.0%,60.0%,60.0%,80.0%,80.0%,20.0%,100.0%,100.0%,80.0%,0.0%,100.0%,0.0%,80.0%,100.0%,40.0%,60.0%,100.0%,60.0%,80.0%,60.0%,0.0%,80.0%,60.0%,40.0%,0.0%,40.0%,20.0%,0.0%,80.0%,40.0%,20.0%,0.0%,0.0%,0.0%,60.0%,40.0%,0.0%,40.0%,40.0%,0.0%,0.0%,40.0%,40.0%,0.0%,0.0%,0.0%,80.0%,0.0%,40.0%,0.0%,40.0%,60.0%,0.0%,40.0%,80.0%,0.0%,40.0%,100.0%,0.0%,0.0%,20.0%,0.0%,100.0%,20.0%,80.0%,0.0%,0.0%,0.0%,20.0%,20.0%,20.0%,20.0%,0.0%,0.0%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Pediatrics,General,8,Mid,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,12.5%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
